EIIN,Institution_Name,Institution_Type,Management,Establishment_Year,Division,District,Madrasah_Type,College_Type,Computer_Facility_2010,Internet_2010,Year,Total_Students,Female_Students,Disabled_Students,Teachers,TSR,Dropout_Rate,Completion_Rate,Pass_Rate,Computer_Facility,Internet_Access,Electricity_Access,Girls_Toilet,Budget,Community_Contribution,Solar_System,Data_Source,Cluster,Infrastructure_Score
7606223,Ins_145 Madrasah,Madrasah,Private,2016,Dhaka,Manikgonj,Dakhil,,1,0,2021,1015,503,53,0.5247524752475247,17.364026825272674,28.20685923249701,71.79314076750299,82.76564653004732,1,1.0,1.0,1,0.5007492135471339,810728.05,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.6078003493478243
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2010,673,354,38,0.19801980198019803,26.26221103680269,25.115851244745297,74.8841487552547,80.55639924633252,1,0.0,0.6949586625248435,1,0.4815144351659503,596558.62,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.30016315817703454
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2011,931,521,40,0.31683168316831684,25.1323521294486,19.84916186374096,80.15083813625904,87.2585439523798,1,0.0,0.801849535038934,1,0.42903659120324594,1384508.45,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.309567800552118
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2012,910,462,53,0.25742574257425743,28.667514691971206,14.639629775463522,85.36037022453648,73.13032047415737,1,0.0,0.4743721355723872,1,0.3179224365354187,713985.65,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.23618894103998656
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2013,908,455,55,0.26732673267326734,27.86427534320538,22.69248696898644,77.30751303101356,78.27175623623111,1,0.0,0.7877652986753658,1,0.31867616018150524,720237.45,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.23953609989273283
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2014,697,320,40,0.22772277227722776,24.58190540594405,14.08436347039095,85.91563652960905,85.62088692945647,1,0.0,0.7336981555667936,1,0.6440362543642478,2775913.25,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.39033495886529224
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2015,1024,464,46,0.29702970297029707,29.022612898901688,21.53635843730499,78.46364156269502,75.5869506143112,1,1.0,0.62619266277694,0,0.41884577927913513,1190998.39,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4985318005306567
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2016,787,256,35,0.21782178217821785,28.77665289866797,16.68550043895157,83.31449956104842,83.41209287994697,1,1.0,0.8333891957571681,1,0.4122015017187339,807377.56,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.47144728551283227
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2017,797,411,33,0.21782178217821785,29.423534149248148,19.437755286195692,80.5622447138043,78.21869638745468,1,0.0,0.8540210155837039,1,0.3688284999891159,2180232.69,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2497607846480233
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2018,1051,499,54,0.31683168316831684,28.260491467073525,21.459941241229757,78.54005875877024,79.52185875728739,1,1.0,1.0,1,0.5677468441927701,2541487.5,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5789229270468801
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2019,1593,928,66,0.44554455445544555,31.48397947945316,19.626712478335865,80.37328752166414,74.4897493641773,1,1.0,0.9544760102581435,1,0.6383926579003478,3611754.15,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.6528596952868077
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2020,921,497,47,0.27722772277227725,27.750359573801276,13.774040491509831,86.22595950849016,83.85284197154212,1,1.0,0.9705884914023468,1,0.36316849391013784,2267905.83,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4647525637867521
8145080,Ins_491 College,College,Private,1992,Sylhet,Sunamganj,,Masters,1,0,2021,991,405,77,0.3069306930693069,27.258773597803504,10.864802793506176,89.13519720649383,83.16834989054553,1,1.0,1.0,1,0.6297126772157913,626388.61,1,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.6069355465286878
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2010,442,273,20,0.07920792079207921,33.00786252508456,39.12971785555477,60.87028214444523,81.73078222415225,0,0.0,0.7050374176739744,1,0.31558350195718277,1161611.0,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.18155412721621514
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2011,523,274,30,0.08910891089108912,35.55642562166676,38.374211443582446,61.625788556417554,84.95913211293941,0,0.0,0.6494258363670524,1,0.32972107138884643,1771275.02,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.19159320896174994
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2012,805,411,33,0.19801980198019803,31.56610270677405,35.13582101725952,64.86417898274048,83.97825257513472,0,0.0,0.7358209214588638,1,0.24763959176060646,1163497.2,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.18322573647436263
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2013,583,314,26,0.12871287128712872,32.05233677976836,33.026589898689075,66.97341010131092,85.72413252975448,0,1.0,0.7171301536713308,1,0.3114655339792233,391560.88,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.39434662837575024
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2014,238,101,7,0.019801980198019806,30.0973886366894,33.510424824692464,66.48957517530754,85.77689264467635,0,0.0,0.8991608242114267,1,0.532360782492741,3177465.97,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.27212098530577644
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2015,246,117,12,0.0297029702970297,28.905807463592968,26.11582428372396,73.88417571627605,85.04446356459445,0,1.0,0.7370469893068153,1,0.14357555919413678,683462.03,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.2806986706861773
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2016,384,234,21,0.0594059405940594,32.625809761360344,30.968340270248827,69.03165972975117,79.26012065713749,0,1.0,1.0,1,0.4420908820415398,1887020.33,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.43886722319898774
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2017,951,620,46,0.25742574257425743,30.07412936995335,28.89467357768426,71.10532642231574,83.96618848053915,0,1.0,0.9427418076921062,1,0.26580473920269604,278499.03,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.41013009237362524
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2018,615,377,34,0.14851485148514854,30.254142420454187,23.426303227878407,76.5736967721216,90.11389866298586,0,1.0,0.8808229564628105,1,0.5266733661460001,2881148.99,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5078911385185446
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2019,751,323,36,0.19801980198019803,29.80385615568312,24.75499692598157,75.24500307401843,93.4459084183654,0,1.0,0.9884402966022342,1,0.47451818344599317,1367804.49,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.496665032317056
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2020,1037,546,44,0.28712871287128716,30.360500290268313,26.559537996217355,73.44046200378264,90.48943312904174,0,1.0,0.9613915910867236,1,0.0,0.0,0,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.28613861386138617
2073315,Ins_445 School,Secondary School,Private,1987,Rangpur,Gaibandha,,,0,0,2021,1130,550,68,0.38613861386138615,25.312670716179028,20.89062746148171,79.10937253851829,91.0887090240786,0,1.0,0.9832531881388032,1,0.4745750175470266,1853855.59,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5531290929319291
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2010,837,393,41,0.29702970297029707,23.704677353503776,20.821124882857433,79.17887511714257,73.15366873448866,0,0.0,0.5144742602735748,1,0.615907501744282,2609455.22,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.39706266176323013
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2011,668,332,49,0.1683168316831683,29.60687412192399,26.54803663812462,73.45196336187539,83.03782694450261,0,0.0,0.7949706846680812,1,0.27843262110744044,434140.09,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.1897113600586707
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2012,856,494,38,0.25742574257425743,26.84002699111205,21.553538644728004,78.44646135527199,78.21319701536507,0,0.0,0.6282559375126081,1,0.3994140268769866,1729057.15,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2769347362107705
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2013,931,455,39,0.29702970297029707,26.215145264168825,17.41382411138121,82.58617588861878,83.22308941861398,0,0.0,0.9151017885593876,1,0.3729093663129048,897900.8,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2755635940475415
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2014,915,394,48,0.2376237623762376,31.02490603381295,20.042149982407295,79.9578500175927,76.79707999867145,0,1.0,0.6790137522222647,1,0.2626789492076975,375575.71,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.40262660331672007
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2015,693,338,36,0.18811881188118812,28.291005043606443,17.476982975014298,82.5230170249857,80.51256773955558,0,0.0,0.8219308422356164,1,0.5979297859350271,3856926.37,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.35540053653187
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2016,1211,497,59,0.3069306930693069,32.957476460031494,21.83424886832994,78.16575113167006,78.32539267674325,0,0.0,0.7120888874105649,1,0.12691539229495863,531174.55,1,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.1555369040682714
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2017,913,494,46,0.24752475247524752,29.663655235732463,11.126220341000792,88.87377965899921,77.5778865724609,0,1.0,0.9801732148133068,1,0.33350555027704787,471145.15,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.4410102008810982
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2018,994,582,37,0.27722772277227725,29.5784021408763,17.711368094848456,82.28863190515155,81.7100348813561,0,1.0,0.8661431263480237,1,0.3204668726943985,434047.03,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.4434017531788825
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2019,1084,624,54,0.33663366336633666,27.667497750502186,19.87164808986217,80.12835191013784,80.70885063679015,0,1.0,1.0,1,0.39634602608828357,1701165.16,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.49916311205404273
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2020,1091,483,54,0.3564356435643565,26.06705148898027,12.04930601471982,87.95069398528018,81.1506709840134,0,1.0,1.0,1,0.397905313331539,1476823.03,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5058833497350764
1601269,Ins_408 College,College,Private,1955,Chattogram,Rangamati,,Degree (Honors),0,0,2021,628,295,37,0.1782178217821782,27.07312871829426,11.407956579031934,88.59204342096807,83.95459555357309,0,1.0,1.0,1,0.4135444793587327,2091951.99,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.46023758621401983
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2010,805,444,51,0.1683168316831683,35.17706049354091,32.59370710719541,67.4062928928046,80.50851394787468,0,0.0,0.8713642283879788,1,0.32898620136281426,854088.54,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.2149881501863576
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2011,741,462,41,0.1782178217821782,31.687114697063336,38.18858181807384,61.81141818192616,79.7538193218813,0,0.0,0.7937941923286622,1,0.3198711113593054,1058606.98,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.21340090221430616
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2012,469,252,28,0.08910891089108912,33.1633693312986,30.313681339114684,69.68631866088532,79.73296905590018,0,1.0,0.804791914188519,1,0.6495776517800997,3693532.19,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5515214991573767
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2013,997,517,34,0.22772277227722776,34.54316938684784,31.006102881942542,68.99389711805746,83.28605304575636,0,1.0,0.8626685541254787,1,0.442604571319173,1141000.17,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.4896191173427548
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2014,632,372,29,0.1584158415841584,29.10143865371944,35.96758974444805,64.03241025555195,90.58114093387849,0,0.0,0.8202660953543051,1,0.30825034857632577,605243.06,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.2016499267634104
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2015,578,404,34,0.12871287128712872,32.00676745638399,33.48015553725143,66.51984446274858,84.1543242577102,0,0.0,0.7842111372718291,1,0.5079086649526378,3024009.61,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.29256819386245747
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2016,100,37,4,0.0,29.80473984178689,34.376103537534036,65.62389646246596,88.63012725154859,0,1.0,0.8456850446101035,1,0.4091030884166007,705396.18,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.40455154420830036
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2017,803,482,33,0.22772277227722776,27.945969698759,33.226525722308146,66.77347427769186,84.28772967718332,0,1.0,0.9207244195471184,1,0.2802907577391311,1457023.11,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.40846221055273385
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2018,1055,507,46,0.28712871287128716,30.733760954943527,30.02992777158098,69.97007222841901,86.89011892462071,0,1.0,1.0,1,0.4365503054313602,766210.07,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5044137665770663
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2019,817,453,43,0.25742574257425743,25.717971151826784,28.83097480179459,71.16902519820542,84.87700892661753,0,1.0,0.9400127444284933,1,0.27553348704469094,1134068.49,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.4149944662946227
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2020,1183,510,63,0.33663366336633666,29.639687724770223,23.36173686937823,76.63826313062177,83.3108404666317,0,1.0,1.0,1,0.48086869535254434,1759379.29,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5414244466861732
2101725,Ins_494 School,Secondary School,Public,1951,Barishal,Bhola,,,0,0,2021,486,282,20,0.099009900990099,30.41166330380613,25.57815448092262,74.42184551907738,88.72460627033405,0,1.0,1.0,1,0.26392719628028916,782317.41,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.36166656843717426
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2010,1266,408,70,0.5742574257425742,19.850183363990723,41.74159065612982,58.25840934387018,72.989242390979,0,0.0,0.660439934562578,0,0.35671392968308935,849083.65,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.35063419256431694
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2011,771,231,54,0.29702970297029707,21.78996624537943,36.904974462769545,63.095025537230455,78.02107720637599,0,0.0,0.5831118292520617,1,0.38246796431086116,775687.65,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.2803428930465197
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2012,671,201,17,0.29702970297029707,18.93271422693328,35.288116771489086,64.71188322851091,78.36728489000475,0,0.0,0.8616875000188552,1,0.3435558175257815,233949.46,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.26088681965397986
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2013,1303,430,83,0.8019801980198019,15.0,33.961233344502105,66.0387666554979,81.94931773255188,0,1.0,0.6680475183365826,1,0.22879516627703608,599132.73,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.5549916425444587
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2014,1058,317,51,0.4950495049504951,19.168942361187472,34.44607277265621,65.55392722734379,75.9973380000439,0,0.0,0.7648589128101054,1,0.404657679781558,1985889.76,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.3508436913759275
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2015,1009,441,38,0.42574257425742573,20.62478216691272,36.27263646649639,63.72736353350361,80.73234583322525,0,0.0,0.9988001236493228,1,0.46182880192197956,2656082.32,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.35863717323821753
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2016,934,280,54,0.32673267326732675,24.563254079992745,31.920035713708817,68.07996428629119,75.11984241240117,0,0.0,0.8056674320033842,1,0.5630639295183015,2641856.49,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.37955176673934876
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2017,796,238,45,0.3564356435643565,19.395685289104797,29.51799993022385,70.48200006977615,80.88732178894405,0,0.0,0.9067849800299932,1,0.46896535586632637,887625.37,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.34141337100247016
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2018,624,187,29,0.31683168316831684,16.780833546717364,31.50542189461119,68.49457810538881,82.85784073580683,0,1.0,1.0,1,0.14908455172810586,201269.98,1,"BANBEIS 2021, APSC Report, DPE Statistics",2,0.369591780814548
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2019,1275,382,69,0.5643564356435643,20.342902305397928,28.808770993810057,71.19122900618994,80.48409874976961,0,1.0,1.0,1,0.4171029894396598,1615900.43,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5778584254128991
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2020,1223,519,52,0.5148514851485149,21.176952350798068,30.16278781768816,69.83721218231184,85.20132131639348,0,1.0,0.904748366275726,1,0.4258968974873576,2315883.55,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5674038942882332
325536,Ins_545 Madrasah,Madrasah,Private,2015,Mymensingh,Mymensingh,Dakhil,,0,0,2021,822,246,40,0.36633663366336633,19.159250872431063,27.47917011063585,72.52082988936415,83.62591928068514,0,1.0,0.9024299257791008,1,0.6539454154477298,473090.83,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.6368736978228747
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2010,646,322,22,0.11881188118811882,35.99376588015785,33.18542287741465,66.81457712258535,79.81816712543952,0,0.0,0.622614687581019,1,0.40255938453882123,2157087.72,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.23692325662584626
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2011,393,241,23,0.0693069306930693,32.67400884959543,35.43193393145112,64.56806606854889,82.73012697967653,0,1.0,0.7482142090626384,1,0.6236492925715035,2207339.28,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.5326167254936726
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2012,533,301,12,0.10891089108910891,32.15855429570513,33.773196311863224,66.22680368813678,84.03435476351099,0,1.0,0.8984122976893811,1,0.48698598766648293,3138704.35,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.4761662611599742
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2013,472,260,26,0.099009900990099,30.18415009553798,33.8108798632366,66.18912013676339,84.13276835386469,0,0.0,0.7717239080581508,0,0.3316211268215127,1753954.02,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.19551353370778604
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2014,800,418,40,0.19801980198019803,31.205901317180658,31.976585416553135,68.02341458344686,87.88531044025433,0,1.0,0.980447537705633,1,0.2542195186204712,831445.04,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.386515699904295
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2015,607,393,30,0.1584158415841584,28.512514544708452,35.34312555845834,64.65687444154166,84.94497002008633,0,0.0,0.9368995922077128,1,0.3664321119535589,531208.86,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.23074080845202696
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2016,635,365,16,0.1683168316831683,27.772784501739732,26.826383148029567,73.17361685197044,83.76693670573421,0,1.0,0.966438641429844,1,0.28642053295237835,968045.04,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.39370531598113967
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2017,861,440,46,0.21782178217821785,31.32222937653323,32.54237808178221,67.4576219182178,84.51737956505279,0,1.0,0.9012417428567197,1,0.21529059212282653,284834.64,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.3729918307148786
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2018,763,341,45,0.20792079207920794,29.30331250273496,28.25535774382118,71.74464225617882,93.55950215238929,0,1.0,0.9753718849104208,1,0.3936016862277724,352492.37,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.45917708073764857
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2019,1156,732,62,0.28712871287128716,33.05270034491858,28.629432994668164,71.37056700533184,85.9632679207048,0,1.0,0.9938245380737828,1,0.4039049669410242,377231.7,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.48809109733189826
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2020,1045,619,40,0.29702970297029707,29.40290563979112,30.66257057160158,69.33742942839842,82.78401413516815,0,1.0,1.0,1,0.540903833914954,1358448.25,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5595608278485661
1533378,Ins_281 School,Secondary School,Private,2003,Dhaka,Shariatpur,,,0,0,2021,418,172,27,0.099009900990099,27.5755024003904,25.09499957492155,74.90500042507844,86.4796616241713,0,1.0,1.0,1,0.47269077914023483,2209571.7,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.4660483598671471
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2010,683,260,45,0.24752475247524752,22.248616864609783,36.22894827720357,63.77105172279643,77.59557916979949,0,0.0,0.6515835011973604,1,0.5451084738660447,2930273.46,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.3468116626755966
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2011,1066,319,60,0.46534653465346537,20.280355585650664,34.62562949049354,65.37437050950646,80.33800387648165,0,0.0,0.9279430404631976,1,0.4411179755855361,2106804.21,1,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.3601629481888077
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2012,758,227,38,0.29702970297029707,21.60815509442563,38.45681881176328,61.54318118823672,74.60080108466126,0,0.0,0.6894693413043577,1,0.6844468240660735,2377604.51,0,"BANBEIS 2021, APSC Report, DPE Statistics",3,0.4313323229241259
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2013,839,251,46,0.33663366336633666,21.019167517088153,39.57638118221326,60.42361881778674,80.02086334631541,0,0.0,0.8056267551350312,1,0.4364185533563117,2556455.39,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.31919937568805684
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2014,1276,382,91,0.6534653465346534,17.828587469166134,31.881226509700067,68.11877349029993,80.66243288852333,0,1.0,0.7011550547984383,1,0.35687310316595877,1882879.8,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5744761555433754
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2015,1269,380,64,0.5544554455445544,20.584049828108345,36.95989388594624,63.04010611405376,78.49481022326341,0,1.0,0.9012719430840836,1,0.46290457010476743,1400817.65,0,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.5977889187157501
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2016,794,257,26,0.36633663366336633,18.648306789143195,34.44752019066321,65.55247980933679,82.9054108470972,0,1.0,0.914443974287328,1,0.3826759829258513,1521452.24,0,"BANBEIS 2021, APSC Report, DPE Statistics",4,0.5012389815619356
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2017,1271,411,69,0.5742574257425742,19.996703309973533,31.725980836560986,68.27401916343902,80.51731978586608,0,1.0,0.7708643638139938,1,0.2874562956391752,1449588.96,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.5160053755423599
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2018,1394,470,49,0.8316831683168316,15.618378341697728,25.979968658687323,74.02003134131267,83.94179694352897,0,1.0,0.9775625410521136,1,0.49607964156784967,1022930.1,1,"BANBEIS 2021, APSC Report, DPE Statistics",0,0.6975447712789743
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2019,1168,496,74,0.5643564356435643,18.83530611432421,31.677697986598385,68.32230201340161,77.92324714984947,0,1.0,1.0,1,0.274429002112878,1059914.27,1,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.5065214317495084
7751139,Ins_930 Madrasah,Madrasah,Public,1957,Sylhet,Habiganj,Dakhil,,0,0,2020,1266,383,56,0.5445544554455445,20.78358040578219,30.244163872883973,69.75583612711603,78.2878622844254,0,1.0,0.7470236489107734,1,0.30405851582401383,364671.63,0,"BANBEIS 2021, APSC Report, DPE Statistics",1,0.5153955945456703
